Country Name,Country Code,Series,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
"Congo, Rep.",COG,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,1868,..,2101,..,..,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,79.31117,..,..,..,..,..,..,80.29876,..,..,..,..,..,..
"Congo, Rep.",COG,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,34.12963,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,231.77878,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,398.76855,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,43472,45284,53920,..,..,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,..,..,339250,..,..,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,705093,727020,734493,..,..,..,..,..,..,..,..,..,..,..,..
Cook Islands,COK,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,123,117,127,106,111,104,107,..,..,..,..,..,..,..,..
Cook Islands,COK,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,117,130,..,128,124,124,107,..,..,..,..,..,..,..,..
Cook Islands,COK,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,31,33,28,33,33,31,32,..,..,..,..,..,..,..,..
Cook Islands,COK,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cook Islands,COK,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cook Islands,COK,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cook Islands,COK,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cook Islands,COK,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,452,517,482,513,460,514,528,..,..,..,..,..,..,..,..
Cook Islands,COK,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,1893,1793,1880,1746,1718,1724,1685,..,..,..,..,..,..,..,..
Cook Islands,COK,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,1841,1861,1874,1793,1843,1789,1858,..,..,..,..,..,..,..,..
Costa Rica,CRI,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,29163,29233,..,35986,35967,37349,39717,40627,39638,42720,..,..,..,..,..
Costa Rica,CRI,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,26676,28111,..,32018,32051,32988,36355,35112,38355,37828,..,..,..,..,..
Costa Rica,CRI,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,7509,7693,..,8777,8763,8794,9339,9820,10873,11647,..,..,..,..,..
Costa Rica,CRI,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,97.40658,..,..,..,..,..,..,97.86379,..,..,..,..,..,..
Costa Rica,CRI,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,133.93885,153.08578,166.14784,212.66892,211.06139,232.72659,236.5794,256.15373,189.10803,178.41489,..,..,..,..,..
Costa Rica,CRI,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,1036.10771,1073.09554,1215.67941,1246.93966,1261.52272,1429.15287,1380.34921,1237.30712,1211.74423,1292.79071,..,..,..,..,..
Costa Rica,CRI,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,779.13658,888.44534,1029.78814,1148.24315,1161.99662,1306.66123,1298.0654,1355.99865,1211.93748,1488.13304,..,..,..,..,..
Costa Rica,CRI,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,108246,109012,109033,112444,114799,112854,111432,115291,140344,136907,..,..,..,..,..
Costa Rica,CRI,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,413686,419453,427760,447280,460235,460252,462855,467513,476668,504316,..,..,..,..,..
Costa Rica,CRI,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,520609,506961,494720,480125,475731,473447,475756,472421,483770,497065,..,..,..,..,..
Cote d'Ivoire,CIV,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,..,56455,70016,73691,74703,80155,85109,88910,93257,96255,..,..,..,..,..
Cote d'Ivoire,CIV,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,..,..,..,..,63602,..,66852,72134,74796,77178,..,..,..,..,..
Cote d'Ivoire,CIV,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,..,3979,4941,5378,5921,6524,7045,7604,8541,9618,..,..,..,..,..
Cote d'Ivoire,CIV,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,40.98163,..,43.90842,..,..,..,47.16535,..,..,..,..,..,..
Cote d'Ivoire,CIV,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,22.72048,19.59891,24.29078,28.68493,43.72282,47.23322,52.50201,56.11738,65.11401,..,..,..,..,..,..
Cote d'Ivoire,CIV,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,483.90212,415.99261,493.7199,580.92958,632.84926,662.85026,846.92498,775.54231,888.90662,..,..,..,..,..,..
Cote d'Ivoire,CIV,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,375.40115,344.03444,419.99197,501.08902,601.8701,547.46458,584.46512,616.63991,660.0845,..,..,..,..,..,..
Cote d'Ivoire,CIV,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,..,75453,91393,111384,129371,144128,161696,174264,180176,188147,..,..,..,..,..
Cote d'Ivoire,CIV,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,..,..,..,..,1418361,1587348,1727227,1898243,2040520,2227143,..,..,..,..,..
Cote d'Ivoire,CIV,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,..,2757613,2920791,3021417,3176874,3370558,3617219,3772136,3900222,4003884,..,..,..,..,..
Croatia,HRV,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,11746,11726,11696,11688,11741,11849,12033,..,12444,..,..,..,..,..,..
Croatia,HRV,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,47673,47995,48776,49228,46194,51214,51843,..,52322,..,..,..,..,..,..
Croatia,HRV,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,7662,7799,8129,7924,8259,8358,8620,..,9383,..,..,..,..,..,..
Croatia,HRV,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,99.12536,..,..,..,..,..,..,..,..,..,..,..,..,..
Croatia,HRV,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,350.40324,365.05137,..,..,..,..,..,301.01974,..,..,..,..,..,..,..
Croatia,HRV,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,..,..,..,..,..,..,..,910.86121,..,..,..,..,..,..,..
Croatia,HRV,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Croatia,HRV,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,99317,101638,102857,105004,108281,110572,111513,119198,114526,..,..,..,..,..,..
Croatia,HRV,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,388515,384008,380753,379102,370356,360205,349018,339838,332460,..,..,..,..,..,..
Croatia,HRV,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,167452,162186,159945,160275,160819,162355,162519,162955,161740,..,..,..,..,..,..
Cuba,CUB,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,93414,90918,88699,85202,84209,83798,84101,83125,80922,80503,..,..,..,..,..
Cuba,CUB,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,85476,88316,93067,94786,93503,91289,88441,86096,82549,79696,..,..,..,..,..
Cuba,CUB,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,99.75253,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,565.529,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,2397.707,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,2403.719,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,386225,389184,..,335909,357056,367628,372745,372378,370468,371455,..,..,..,..,..
Cuba,CUB,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,808904,797860,784466,787297,830375,825055,826759,815786,795057,771999,..,..,..,..,..
Cuba,CUB,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,852744,828293,803194,772023,763364,745733,735405,733770,741269,750567,..,..,..,..,..
Curacao,CUW,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,..,..,..,14.34469,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,..,..,..,42.62849,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,..,..,..,52.66034,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,..,..,..,11219,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,..,..,..,20812,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,3985,4045,3940,3977,3967,4513,4597,4640,4786,..,..,..,..,..,..
Cyprus,CYP,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,6526,6466,6394,6368,6032,5521,7000,6643,6817,..,..,..,..,..,..
Cyprus,CYP,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,1260,1254,1338,1409,1457,1871,1603,1686,1663,..,..,..,..,..,..
Cyprus,CYP,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,98.67843,..,..,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,93.00146,101.45741,..,84.69916,82.96001,69.24442,68.18603,71.6571,..,..,..,..,..,..,..
Cyprus,CYP,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,522.05886,564.53925,..,474.18914,470.1767,404.28603,421.65721,425.88893,..,..,..,..,..,..,..
Cyprus,CYP,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,724.15219,767.85356,..,643.65786,627.95669,518.56873,527.28659,544.92105,..,..,..,..,..,..,..
Cyprus,CYP,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,21065,21530,22122,22783,22772,23560,24171,24280,24502,..,..,..,..,..,..
Cyprus,CYP,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,63662,62894,61801,60793,58634,57161,55711,55212,54966,..,..,..,..,..,..
Cyprus,CYP,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,54806,54371,54272,54069,53129,53773,54541,55862,57079,..,..,..,..,..,..
Czechia,CZE,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,24769,24880,25161,25979,..,..,..,..,..,..,..,..,..,..,..
Czechia,CZE,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,76241,71092,69448,69387,..,..,..,..,..,..,..,..,..,..,..
Czechia,CZE,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,22778,23847,24817,25779,..,..,..,..,..,..,..,..,..,..,..
Czechia,CZE,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,99.83303,..,..,..,..,..,..,..,..
Czechia,CZE,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,965.40783,1073.78444,1065.29955,1132.42245,1133.10726,972.69407,958.32594,1145.45766,..,..,..,..,..,..,..
Czechia,CZE,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,1364.14593,1566.79413,1478.9913,1521.3197,1547.32304,1436.37048,1443.16511,1753.47859,..,..,..,..,..,..,..
Czechia,CZE,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,3856.6099,4169.29446,3876.28697,3757.97792,3614.57401,3223.45241,3161.96414,3720.91717,..,..,..,..,..,..,..
Czechia,CZE,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,316671,331782,345850,358104,367352,371690,372137,367453,366391,..,..,..,..,..,..
Czechia,CZE,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,836847,805253,777216,801314,781392,770437,765502,772457,787114,..,..,..,..,..,..
Czechia,CZE,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,463357,468273,477413,491828,510613,534932,557455,575980,583522,..,..,..,..,..,..
Denmark,DNK,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,..,..,..,..,43538,..,..,..,46511,..,..,..,..,..,..
Denmark,DNK,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,..,..,..,..,49050,..,..,..,53930,..,..,..,..,..,..
Denmark,DNK,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,..,..,..,..,..,..,..,..,32390,..,..,..,..,..,..
Denmark,DNK,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Denmark,DNK,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,3175.44314,4588.81523,..,4047.99471,..,..,..,2731.98411,..,..,..,..,..,..,..
Denmark,DNK,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,6527.48089,6304.71364,7037.92528,7259.36028,7332.3664,..,..,6364.33106,..,..,..,..,..,..,..
Denmark,DNK,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,9513.89881,9370.06928,8990.81743,9461.19143,10780.83908,..,..,6968.46015,..,..,..,..,..,..,..
Denmark,DNK,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,259656,193877,198438,192192,191214,187625,185145,178961,178127,..,..,..,..,..,..
Denmark,DNK,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,504205,519115,527851,555278,553791,553263,540622,534080,531247,..,..,..,..,..,..
Denmark,DNK,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,403344,470807,470711,469568,467484,468536,471787,472523,468362,..,..,..,..,..,..
Djibouti,DJI,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,..,1731,1821,1852,1935,1906,1986,2033,2144,..,2310,..,..,..,..
Djibouti,DJI,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,..,1827,2074,2274,2386,2612,2580,2674,2563,2441,..,..,..,..,..
Djibouti,DJI,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,..,..,..,..,..,..,72,159,210,..,..,..,..,..,..
Djibouti,DJI,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,17.27406,..,..,..,..,..,43.76716,..,..,..,..,..,..,..,..
Djibouti,DJI,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,18.8937,..,..,..,..,1.10456,0.84698,..,..,..,..,..,..,..,..
Djibouti,DJI,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,..,1857,1595,..,..,1856,2123,2608,3025,3659,4264,..,..,..,..
Djibouti,DJI,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,..,50965,55082,57155,58553,59483,61284,60772,65144,65499,68493,..,..,..,..
Djibouti,DJI,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,..,60992,63612,63368,64319,62940,61755,61846,62979,68701,69134,..,..,..,..
Dominica,DMA,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,508,511,516,529,540,538,560,..,..,525,..,..,..,..,..
Dominica,DMA,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,511,535,..,543,516,520,556,..,..,496,..,..,..,..,..
Dominica,DMA,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,137,169,160,149,128,150,148,..,..,122,..,..,..,..,..
Dominica,DMA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,0.02844,..,0.30767,..,..,0.34366,..,..,..,1.14074,..,..,..,..,..
Dominica,DMA,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,8.45838,8.42732,7.77155,..,..,8.1262,..,..,..,9.962,..,..,..,..,..
Dominica,DMA,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,7.10637,..,25.33323,..,..,7.69036,..,..,..,9.86353,..,..,..,..,..
Dominica,DMA,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,1891,1824,1734,1868,1650,1703,1668,..,..,1464,..,..,..,..,..
Dominica,DMA,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,6766,6507,..,..,5663,5561,..,..,..,4863,..,..,..,..,..
Dominica,DMA,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,8138,8138,8144,7851,7695,7535,7323,..,..,6144,..,..,..,..,..
Dominican Republic,DOM,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,51615,51464,54322,54959,61659,71463,69495,66255,64810,65556.11702,..,..,..,..,..
Dominican Republic,DOM,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,32084,31289,31040,33285,..,42071,..,49593,..,53082,..,..,..,..,..
Dominican Republic,DOM,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,10260,10152,9834,11425,12989,15665,14954,15281,15837,17522,..,..,..,..,..
Dominican Republic,DOM,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,89.53873,90.10638,90.15518,90.85815,91.76376,91.99121,93.77846,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,51.98621,59.35239,69.86213,149.50912,165.65631,184.87141,..,..,235.44638,210.59724,..,..,..,..,..
